Mod:Item:MetaData, Localized Name
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:6, Greywacke Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:7, Chert Peridot Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:0, Red Granite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:1, Black Granite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:2, Rhyolite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:3, Andesite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:4, Gabbro Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:5, Basalt Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:6, Komatiite Tin Ore
undergroundbiomes:igneous_stone_mekanism_oreblock_2:7, Dacite Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:0, Gneiss Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:1, Eclogite Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:2, Marble Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:3, Quartzite Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:4, Blue Schist Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:5, Green Schist Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:6, Soapstone Tin Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_2:7, Migmatite Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:0, Limestone Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:1, Chalk Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:2, Shale Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:3, Siltstone Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:4, Lignite Block Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:5, Dolomite Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:6, Greywacke Tin Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_2:7, Chert Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_silver_ore:0, Red Granite Dense Silver Ore 
undergroundbiomes:igneous_stone_densemetals_dense_silver_ore:1, Black Granite Dense Silver Ore 
undergroundbiomes:igneous_stone_densemetals_dense_silver_ore:2, Rhyolite Dense Silver Ore 
undergroundbiomes:igneous_stone_densemetals_dense_silver_ore:3, Andesite Dense Silver Ore 
undergroundbiomes:igneous_stone_densemetals_dense_silver_ore:4, Gabbro Dense Silver Ore 
undergroundbiomes:igneous_stone_densemetals_dense_silver_ore:5, Basalt Dense Silver Ore 
undergroundbiomes:igneous_stone_densemetals_dense_silver_ore:6, Komatiite Dense Silver Ore 
undergroundbiomes:igneous_stone_densemetals_dense_silver_ore:7, Dacite Dense Silver Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_silver_ore:0, Gneiss Dense Silver Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_silver_ore:1, Eclogite Dense Silver Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_silver_ore:2, Marble Dense Silver Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_silver_ore:3, Quartzite Dense Silver Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_silver_ore:4, Blue Schist Dense Silver Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_silver_ore:5, Green Schist Dense Silver Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_silver_ore:6, Soapstone Dense Silver Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_silver_ore:7, Migmatite Dense Silver Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_silver_ore:0, Limestone Dense Silver Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_silver_ore:1, Chalk Dense Silver Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_silver_ore:2, Shale Dense Silver Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_silver_ore:3, Siltstone Dense Silver Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_silver_ore:4, Lignite Block Dense Silver Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_silver_ore:5, Dolomite Dense Silver Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_silver_ore:6, Greywacke Dense Silver Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_silver_ore:7, Chert Dense Silver Ore 
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:0, Red Granite Dense Copper Ore 
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:1, Black Granite Dense Copper Ore 
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:2, Rhyolite Dense Copper Ore 
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:3, Andesite Dense Copper Ore 
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:4, Gabbro Dense Copper Ore 
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:5, Basalt Dense Copper Ore 
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:6, Komatiite Dense Copper Ore 
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:7, Dacite Dense Copper Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:0, Gneiss Dense Copper Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:1, Eclogite Dense Copper Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:2, Marble Dense Copper Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:3, Quartzite Dense Copper Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:4, Blue Schist Dense Copper Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:5, Green Schist Dense Copper Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:6, Soapstone Dense Copper Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:7, Migmatite Dense Copper Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:0, Limestone Dense Copper Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:1, Chalk Dense Copper Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:2, Shale Dense Copper Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:3, Siltstone Dense Copper Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:4, Lignite Block Dense Copper Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:5, Dolomite Dense Copper Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:6, Greywacke Dense Copper Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:7, Chert Dense Copper Ore 
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.thorium:0, Red Granite Thorium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.thorium:1, Black Granite Thorium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.thorium:2, Rhyolite Thorium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.thorium:3, Andesite Thorium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.thorium:4, Gabbro Thorium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.thorium:5, Basalt Thorium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.thorium:6, Komatiite Thorium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.thorium:7, Dacite Thorium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.thorium:0, Gneiss Thorium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.thorium:1, Eclogite Thorium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.thorium:2, Marble Thorium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.thorium:3, Quartzite Thorium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.thorium:4, Blue Schist Thorium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.thorium:5, Green Schist Thorium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.thorium:6, Soapstone Thorium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.thorium:7, Migmatite Thorium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.thorium:0, Limestone Thorium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.thorium:1, Chalk Thorium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.thorium:2, Shale Thorium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.thorium:3, Siltstone Thorium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.thorium:4, Lignite Block Thorium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.thorium:5, Dolomite Thorium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.thorium:6, Greywacke Thorium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.thorium:7, Chert Thorium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock:0, Red Granite Osmium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock:1, Black Granite Osmium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock:2, Rhyolite Osmium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock:3, Andesite Osmium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock:4, Gabbro Osmium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock:5, Basalt Osmium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock:6, Komatiite Osmium Ore
undergroundbiomes:igneous_stone_mekanism_oreblock:7, Dacite Osmium Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock:0, Gneiss Osmium Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock:1, Eclogite Osmium Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock:2, Marble Osmium Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock:3, Quartzite Osmium Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock:4, Blue Schist Osmium Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock:5, Green Schist Osmium Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock:6, Soapstone Osmium Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock:7, Migmatite Osmium Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock:0, Limestone Osmium Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock:1, Chalk Osmium Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock:2, Shale Osmium Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock:3, Siltstone Osmium Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock:4, Lignite Block Osmium Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock:5, Dolomite Osmium Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock:6, Greywacke Osmium Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock:7, Chert Osmium Ore
undergroundbiomes:igneous_stone_emerald_ore:0, Red Granite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:1, Black Granite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:2, Rhyolite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:3, Andesite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:4, Gabbro Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:5, Basalt Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:6, Komatiite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:7, Dacite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:0, Gneiss Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:1, Eclogite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:2, Marble Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:3, Quartzite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:4, Blue Schist Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:5, Green Schist Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:6, Soapstone Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:7, Migmatite Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:0, Limestone Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:1, Chalk Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:2, Shale Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:3, Siltstone Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:4, Lignite Block Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:5, Dolomite Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:6, Greywacke Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:7, Chert Emerald Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:0, Red Granite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:1, Black Granite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:2, Rhyolite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:3, Andesite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:4, Gabbro Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:5, Basalt Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:6, Komatiite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:7, Dacite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:0, Gneiss Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:1, Eclogite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:2, Marble Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:3, Quartzite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:4, Blue Schist Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:5, Green Schist Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:6, Soapstone Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:7, Migmatite Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:0, Limestone Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:1, Chalk Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:2, Shale Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:3, Siltstone Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:4, Lignite Block Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:5, Dolomite Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:6, Greywacke Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:7, Chert Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:0, Red Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:1, Black Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:2, Rhyolite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:3, Andesite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:4, Gabbro Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:5, Basalt Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:6, Komatiite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:7, Dacite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:0, Gneiss Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:1, Eclogite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:2, Marble Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:3, Quartzite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:4, Blue Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:5, Green Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:6, Soapstone Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:7, Migmatite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:0, Limestone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:1, Chalk Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:2, Shale Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:3, Siltstone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:4, Lignite Block Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:5, Dolomite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:6, Greywacke Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:7, Chert Topaz Ore
undergroundbiomes:igneous_stone_densemetals_dense_bismuth_ore:0, Red Granite Dense Bismuth Ore 
undergroundbiomes:igneous_stone_densemetals_dense_bismuth_ore:1, Black Granite Dense Bismuth Ore 
undergroundbiomes:igneous_stone_densemetals_dense_bismuth_ore:2, Rhyolite Dense Bismuth Ore 
undergroundbiomes:igneous_stone_densemetals_dense_bismuth_ore:3, Andesite Dense Bismuth Ore 
undergroundbiomes:igneous_stone_densemetals_dense_bismuth_ore:4, Gabbro Dense Bismuth Ore 
undergroundbiomes:igneous_stone_densemetals_dense_bismuth_ore:5, Basalt Dense Bismuth Ore 
undergroundbiomes:igneous_stone_densemetals_dense_bismuth_ore:6, Komatiite Dense Bismuth Ore 
undergroundbiomes:igneous_stone_densemetals_dense_bismuth_ore:7, Dacite Dense Bismuth Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_bismuth_ore:0, Gneiss Dense Bismuth Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_bismuth_ore:1, Eclogite Dense Bismuth Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_bismuth_ore:2, Marble Dense Bismuth Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_bismuth_ore:3, Quartzite Dense Bismuth Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_bismuth_ore:4, Blue Schist Dense Bismuth Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_bismuth_ore:5, Green Schist Dense Bismuth Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_bismuth_ore:6, Soapstone Dense Bismuth Ore 
undergroundbiomes:metamorphic_stone_densemetals_dense_bismuth_ore:7, Migmatite Dense Bismuth Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_bismuth_ore:0, Limestone Dense Bismuth Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_bismuth_ore:1, Chalk Dense Bismuth Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_bismuth_ore:2, Shale Dense Bismuth Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_bismuth_ore:3, Siltstone Dense Bismuth Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_bismuth_ore:4, Lignite Block Dense Bismuth Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_bismuth_ore:5, Dolomite Dense Bismuth Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_bismuth_ore:6, Greywacke Dense Bismuth Ore 
undergroundbiomes:sedimentary_stone_densemetals_dense_bismuth_ore:7, Chert Dense Bismuth Ore 
undergroundbiomes:igneous_stone_mysticalworld_amethyst_ore:0, Red Granite Amethyst Ore
undergroundbiomes:igneous_stone_mysticalworld_amethyst_ore:1, Black Granite Amethyst Ore
undergroundbiomes:igneous_stone_mysticalworld_amethyst_ore:2, Rhyolite Amethyst Ore
undergroundbiomes:igneous_stone_mysticalworld_amethyst_ore:3, Andesite Amethyst Ore
undergroundbiomes:igneous_stone_mysticalworld_amethyst_ore:4, Gabbro Amethyst Ore
undergroundbiomes:igneous_stone_mysticalworld_amethyst_ore:5, Basalt Amethyst Ore
undergroundbiomes:igneous_stone_mysticalworld_amethyst_ore:6, Komatiite Amethyst Ore
undergroundbiomes:igneous_stone_mysticalworld_amethyst_ore:7, Dacite Amethyst Ore
undergroundbiomes:metamorphic_stone_mysticalworld_amethyst_ore:0, Gneiss Amethyst Ore
undergroundbiomes:metamorphic_stone_mysticalworld_amethyst_ore:1, Eclogite Amethyst Ore
undergroundbiomes:metamorphic_stone_mysticalworld_amethyst_ore:2, Marble Amethyst Ore
undergroundbiomes:metamorphic_stone_mysticalworld_amethyst_ore:3, Quartzite Amethyst Ore
undergroundbiomes:metamorphic_stone_mysticalworld_amethyst_ore:4, Blue Schist Amethyst Ore
undergroundbiomes:metamorphic_stone_mysticalworld_amethyst_ore:5, Green Schist Amethyst Ore
undergroundbiomes:metamorphic_stone_mysticalworld_amethyst_ore:6, Soapstone Amethyst Ore
undergroundbiomes:metamorphic_stone_mysticalworld_amethyst_ore:7, Migmatite Amethyst Ore
undergroundbiomes:sedimentary_stone_mysticalworld_amethyst_ore:0, Limestone Amethyst Ore
undergroundbiomes:sedimentary_stone_mysticalworld_amethyst_ore:1, Chalk Amethyst Ore
undergroundbiomes:sedimentary_stone_mysticalworld_amethyst_ore:2, Shale Amethyst Ore
undergroundbiomes:sedimentary_stone_mysticalworld_amethyst_ore:3, Siltstone Amethyst Ore
undergroundbiomes:sedimentary_stone_mysticalworld_amethyst_ore:4, Lignite Block Amethyst Ore
undergroundbiomes:sedimentary_stone_mysticalworld_amethyst_ore:5, Dolomite Amethyst Ore
undergroundbiomes:sedimentary_stone_mysticalworld_amethyst_ore:6, Greywacke Amethyst Ore
undergroundbiomes:sedimentary_stone_mysticalworld_amethyst_ore:7, Chert Amethyst Ore
undergroundbiomes:igneous_stone_nuclearcraft_ore:0, Red Granite Copper Ore
undergroundbiomes:igneous_stone_nuclearcraft_ore:1, Black Granite Copper Ore
undergroundbiomes:igneous_stone_nuclearcraft_ore:2, Rhyolite Copper Ore
undergroundbiomes:igneous_stone_nuclearcraft_ore:3, Andesite Copper Ore
undergroundbiomes:igneous_stone_nuclearcraft_ore:4, Gabbro Copper Ore
undergroundbiomes:igneous_stone_nuclearcraft_ore:5, Basalt Copper Ore
undergroundbiomes:igneous_stone_nuclearcraft_ore:6, Komatiite Copper Ore
undergroundbiomes:igneous_stone_nuclearcraft_ore:7, Dacite Copper Ore
undergroundbiomes:metamorphic_stone_nuclearcraft_ore:0, Gneiss Copper Ore
undergroundbiomes:metamorphic_stone_nuclearcraft_ore:1, Eclogite Copper Ore
undergroundbiomes:metamorphic_stone_nuclearcraft_ore:2, Marble Copper Ore
undergroundbiomes:metamorphic_stone_nuclearcraft_ore:3, Quartzite Copper Ore
undergroundbiomes:metamorphic_stone_nuclearcraft_ore:4, Blue Schist Copper Ore
undergroundbiomes:metamorphic_stone_nuclearcraft_ore:5, Green Schist Copper Ore
undergroundbiomes:metamorphic_stone_nuclearcraft_ore:6, Soapstone Copper Ore
undergroundbiomes:metamorphic_stone_nuclearcraft_ore:7, Migmatite Copper Ore
undergroundbiomes:sedimentary_stone_nuclearcraft_ore:0, Limestone Copper Ore
undergroundbiomes:sedimentary_stone_nuclearcraft_ore:1, Chalk Copper Ore
undergroundbiomes:sedimentary_stone_nuclearcraft_ore:2, Shale Copper Ore
undergroundbiomes:sedimentary_stone_nuclearcraft_ore:3, Siltstone Copper Ore
undergroundbiomes:sedimentary_stone_nuclearcraft_ore:4, Lignite Block Copper Ore
undergroundbiomes:sedimentary_stone_nuclearcraft_ore:5, Dolomite Copper Ore
undergroundbiomes:sedimentary_stone_nuclearcraft_ore:6, Greywacke Copper Ore
undergroundbiomes:sedimentary_stone_nuclearcraft_ore:7, Chert Copper Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:0, Red Granite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:1, Black Granite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:2, Rhyolite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:3, Andesite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:4, Gabbro Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:5, Basalt Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:6, Komatiite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:7, Dacite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:0, Gneiss Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:1, Eclogite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:2, Marble Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:3, Quartzite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:4, Blue Schist Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:5, Green Schist Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:6, Soapstone Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:7, Migmatite Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:0, Limestone Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:1, Chalk Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:2, Shale Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:3, Siltstone Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:4, Lignite Block Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:5, Dolomite Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:6, Greywacke Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:7, Chert Iridium Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_amber:0, Red Granite Amber Bearing Stone
undergroundbiomes:igneous_stone_thaumcraft_ore_amber:1, Black Granite Amber Bearing Stone
undergroundbiomes:igneous_stone_thaumcraft_ore_amber:2, Rhyolite Amber Bearing Stone
